11;1.0;5;8.0
11;2.0;5;8.0
11;3.0;5;8.0
11;4.0;5;8.0
11;5.0;5;8.0
11;6.0;5;8.0
11;7.0;5;7.0
11;8.0;5;7.0
11;9.0;5;7.0
11;10.0;5;7.0
11;11.0;5;7.0
11;12.0;5;7.0
11;13.0;5;7.0
11;14.0;5;7.0
11;15.0;5;7.0
11;16.0;5;6.0
11;17.0;5;5.0
11;18.0;5;5.0
11;19.0;5;5.0
11;20.0;5;5.0
11;21.0;5;5.0
11;22.0;5;4.0
11;23.0;5;4.0
11;24.0;5;4.0
11;25.0;5;4.0
11;26.0;5;4.0
11;27.0;5;4.0
11;28.0;5;4.0
11;29.0;5;4.0
11;30.0;5;4.0
11;31.0;5;4.0
11;32.0;5;4.0
11;33.0;5;4.0
11;34.0;5;4.0
11;35.0;5;4.0
11;36.0;5;4.0
11;37.0;5;4.0
11;38.0;5;4.0
11;39.0;5;4.0
11;40.0;5;4.0
11;41.0;5;4.0
11;42.0;5;4.0
11;43.0;5;4.0
11;44.0;5;4.0
11;45.0;5;4.0
11;46.0;5;4.0
11;47.0;5;4.0
11;48.0;5;4.0
11;49.0;5;4.0
11;50.0;5;4.0
11;51.0;5;4.0
11;52.0;5;4.0
11;53.0;5;4.0
11;54.0;5;4.0
11;55.0;5;3.0
11;56.0;5;3.0
11;57.0;5;3.0
11;58.0;5;3.0
11;59.0;5;3.0
11;60.0;5;3.0
11;61.0;5;4.0
11;62.0;5;4.0
11;63.0;5;4.0
11;64.0;5;4.0
11;65.0;5;4.0
11;66.0;5;4.0
11;67.0;5;4.0
11;68.0;5;4.0
11;69.0;5;5.0
11;70.0;5;6.0
11;71.0;5;6.0
11;72.0;5;6.0
11;73.0;5;6.0
11;74.0;5;7.0
11;75.0;5;7.0
11;76.0;5;6.0
11;77.0;5;6.0
11;78.0;5;6.0
11;79.0;5;6.0
11;80.0;5;6.0
11;81.0;5;6.0
11;82.0;5;6.0
11;83.0;5;6.0
11;84.0;5;5.0
11;85.0;5;5.0
11;86.0;5;5.0
11;87.0;5;5.0
11;88.0;5;5.0
11;89.0;5;5.0
11;90.0;5;5.0
11;91.0;5;5.0
11;92.0;5;5.0
11;93.0;5;5.0
11;94.0;5;5.0
11;95.0;5;5.0
11;96.0;5;5.0
11;97.0;5;5.0
11;98.0;5;5.0
11;99.0;5;5.0
11;100.0;5;4.0
11;101.0;5;4.0
11;102.0;5;4.0
11;103.0;5;4.0
11;104.0;5;4.0
11;105.0;5;4.0
11;106.0;5;4.0
11;107.0;5;4.0
11;108.0;5;4.0
11;109.0;5;4.0
11;110.0;5;5.0
11;111.0;5;5.0
11;112.0;5;5.0
11;113.0;5;5.0
11;114.0;5;5.0
11;115.0;5;5.0
11;116.0;5;5.0
